# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  2 11:45:09 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag =1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disc_facility:  Discovery Facility
#
pl_name,hostname,tic_id,gaia_id,default_flag,disc_facility
TOI-4336 A b,TOI-4336 A,TIC 166184428,Gaia DR2 6113245033656232448,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4342 b,TOI-4342,TIC 354944123,Gaia DR2 6355915466180482944,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4342 c,TOI-4342,TIC 354944123,Gaia DR2 6355915466180482944,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4377 b,TOI-4377,TIC 394918211,Gaia DR2 5197568146570178176,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4379 b,TOI-4379,TIC 97766057,Gaia DR2 6027376203516634112,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4406 b,TOI-4406,TIC 206541859,Gaia DR2 4910452812646300544,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4438 b,TOI-4438,TIC 22233480,Gaia DR2 4606416269652179328,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-444 b,TOI-444,TIC 179034327,Gaia DR2 4895489043507741440,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4443.01,TOI-4443,TIC 158241252,Gaia DR2 4529634417760144896,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4463 A b,TOI-4463 A,TIC 8599009,Gaia DR2 4524517290642206336,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4479 b,TOI-4479,TIC 126606859,Gaia DR2 1841177820379504768,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4495.01,TOI-4495,TIC 120826158,Gaia DR2 2099011888349441536,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-451 b,TOI-451,TIC 257605131,Gaia DR2 4844691297067063424,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-451 c,TOI-451,TIC 257605131,Gaia DR2 4844691297067063424,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-451 d,TOI-451,TIC 257605131,Gaia DR2 4844691297067063424,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4515 b,TOI-4515,TIC 456862677,Gaia DR2 289464440515102976,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4527.01,TOI-4527,TIC 380887434,Gaia DR2 2564324345929277184,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4551 b,TOI-4551,TIC 204650483,Gaia DR2 3476605537386300032,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4559 b,TOI-4559,TIC 271169413,Gaia DR2 6173120554255287808,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4562 b,TOI-4562,TIC 349576261,Gaia DR2 5288681857665822080,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4582 b,TOI-4582,TIC 219854519,Gaia DR2 1636984973365053056,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4600 b,TOI-4600,TIC 232608943,Gaia DR2 1631416599805196544,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4600 c,TOI-4600,TIC 232608943,Gaia DR2 1631416599805196544,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4602.01,TOI-4602,TIC 467651916,Gaia DR2 169256041140206848,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4603 b,TOI-4603,TIC 437856897,Gaia DR2 3402980516507429888,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4633 c,TOI-4633,TIC 307958020,Gaia DR2 1630906044157332224,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4641 b,TOI-4641,TIC 436873727,Gaia DR2 114340658009875072,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-470 b,TOI-470,TIC 37770169,Gaia DR2 2912264564319611136,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4791 b,TOI-4791,TIC 100389539,Gaia DR2 2930141657016297216,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-480 b,TOI-480,TIC 317548889,Gaia DR2 2992025233741516928,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-481 b,TOI-481,TIC 339672028,Gaia DR2 5486322710592888064,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-4860 b,TOI-4860,TIC 335590096,Gaia DR2 3571038605366263424,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-500 b,TOI-500,TIC 134200185,Gaia DR2 5509620021956148736,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5076 b,TOI-5076,TIC 303432813,Gaia DR2 55752218851048320,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5082.01,TOI-5082,TIC 437011608,Gaia DR2 3368214650329888512,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5126 b,TOI-5126,TIC 27064468,Gaia DR2 623633615066248576,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5126 c,TOI-5126,TIC 27064468,Gaia DR2 623633615066248576,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5153 b,TOI-5153,TIC 124029677,Gaia DR2 2942084865853011712,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5174 b,TOI-5174,TIC 49428710,Gaia DR2 3793743895297313408,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-519 b,TOI-519,TIC 218795833,Gaia DR2 5707485527450614656,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5205 b,TOI-5205,TIC 419411415,Gaia DR2 1842656663520849024,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5218 b,TOI-5218,TIC 259172249,Gaia DR2 2263568371970517120,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5232 b,TOI-5232,TIC 69356857,Gaia DR2 2048174967505679488,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5238 b,TOI-5238,TIC 219016883,Gaia DR2 1694625251248104832,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5293 A b,TOI-5293 A,TIC 250111245,Gaia DR2 2640121486388076032,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-530 b,TOI-530,TIC 387690507,Gaia DR2 3353218995355814656,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5301 b,TOI-5301,TIC 58825110,Gaia DR2 2776823148594090752,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-532 b,TOI-532,TIC 144700903,Gaia DR2 3340265717587057536,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5344 b,TOI-5344,TIC 16005254,Gaia DR2 52359538285081728,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5388.01,TOI-5388,TIC 407591297,Gaia DR2 753585104807022080,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5398 b,TOI-5398,TIC 8260536,Gaia DR2 750888548244441344,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5398 c,TOI-5398,TIC 8260536,Gaia DR2 750888548244441344,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-540 b,TOI-540,TIC 200322593,Gaia DR2 4785886941312921344,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-544 b,TOI-544,TIC 50618703,Gaia DR2 3220926542276901888,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5542 b,TOI-5542,TIC 466206508,Gaia DR2 6443054270942726144,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-558 b,TOI-558,TIC 207110080,Gaia DR2 4727755005637190016,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-559 b,TOI-559,TIC 209459275,Gaia DR2 5057924844082070016,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-561 b,TOI-561,TIC 377064495,Gaia DR2 3850421005290172416,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-561 c,TOI-561,TIC 377064495,Gaia DR2 3850421005290172416,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-561 d,TOI-561,TIC 377064495,Gaia DR2 3850421005290172416,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-561 e,TOI-561,TIC 377064495,Gaia DR2 3850421005290172416,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5616 b,TOI-5616,TIC 154220877,Gaia DR2 1545570133528453888,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5634 A b,TOI-5634 A,TIC 119585136,Gaia DR2 3979511431397114752,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-564 b,TOI-564,TIC 1003831,Gaia DR2 5710154317045164416,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5678 b,TOI-5678,TIC 209464063,Gaia DR2 5048310370810634624,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5704 b,TOI-5704,TIC 148673433,Gaia DR2 784983789642216320,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5720 b,TOI-5720,TIC 230055368,Gaia DR2 3994047048130880384,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5799 b,TOI-5799,TIC 328081248,Gaia DR2 1807887150930343424,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-5803 b,TOI-5803,TIC 466382581,Gaia DR2 2700166125618717696,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-6008 b,TOI-6008,TIC 286201103,Gaia DR2 2168280502430898944,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-6029 b,TOI-6029,TIC 419523962,Gaia DR2 430269136520563200,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-6034 b,TOI-6034,TIC 388076422,Gaia DR2 2270404997834401664,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-6086 b,TOI-6086,TIC 18318288,Gaia DR2 4597447518944594176,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-615 b,TOI-615,TIC 190496853,Gaia DR2 5524780333100885888,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-620 b,TOI-620,TIC 296739893,Gaia DR2 5738284016370287616,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-622 b,TOI-622,TIC 83092282,Gaia DR2 5516690878153930240,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-6255 b,TOI-6255,TIC 261135533,Gaia DR2 1956328333130770048,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-628 b,TOI-628,TIC 281408474,Gaia DR2 3126717023051258112,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-640 b,TOI-640,TIC 147977348,Gaia DR2 5580554052549277056,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-654.01,TOI-654,TIC 35009898,Gaia DR2 3788670679927991296,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-663 b,TOI-663,TIC 54962195,Gaia DR2 3762515188088861184,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-663 c,TOI-663,TIC 54962195,Gaia DR2 3762515188088861184,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-663 d,TOI-663,TIC 54962195,Gaia DR2 3762515188088861184,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-669 b,TOI-669,TIC 124573851,Gaia DR2 3777506754255516800,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-672 b,TOI-672,TIC 151825527,Gaia DR2 5396580575830873728,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-674 b,TOI-674,TIC 158588995,Gaia DR2 5400949450924312576,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-677 b,TOI-677,TIC 280206394,Gaia DR2 5313031504751276032,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 b,TOI-700,TIC 150428135,Gaia DR2 5284517766615492736,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 c,TOI-700,TIC 150428135,Gaia DR2 5284517766615492736,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 d,TOI-700,TIC 150428135,Gaia DR2 5284517766615492736,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 e,TOI-700,TIC 150428135,Gaia DR2 5284517766615492736,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-712 b,TOI-712,TIC 150151262,Gaia DR2 5284358990266469760,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-712 c,TOI-712,TIC 150151262,Gaia DR2 5284358990266469760,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-712 d,TOI-712,TIC 150151262,Gaia DR2 5284358990266469760,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-715 b,TOI-715,TIC 271971130,Gaia DR2 5262666416118954368,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-733 b,TOI-733,TIC 106402532,Gaia DR2 5392409372314518656,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-757 b,TOI-757,TIC 130924120,Gaia DR2 6157753406084087168,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-762 A b,TOI-762 A,TIC 178709444,Gaia DR2 5362352744504000256,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-763 b,TOI-763,TIC 178819686,Gaia DR2 6140553127216043648,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-763 c,TOI-763,TIC 178819686,Gaia DR2 6140553127216043648,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-771 b,TOI-771,TIC 277634430,Gaia DR2 5229384714547758720,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-776 b,TOI-776,TIC 306996324,Gaia DR2 3460438662009633408,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-776 c,TOI-776,TIC 306996324,Gaia DR2 3460438662009633408,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-778 b,TOI-778,TIC 335630746,Gaia DR2 3607877948613218304,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-782 b,TOI-782,TIC 429358906,Gaia DR2 3518374197418907648,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-784 b,HD 307842,TIC 460984940,Gaia DR2 5251941573573934080,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-813 b,TOI-813,TIC 55525572,Gaia DR2 4665704096987467776,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-815 b,TOI-815,TIC 102840239,Gaia DR2 5415648821879172096,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-815 c,TOI-815,TIC 102840239,Gaia DR2 5415648821879172096,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-824 b,TOI-824,TIC 193641523,Gaia DR2 5880886001621564928,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-833 b,TOI-833,TIC 362249359,Gaia DR2 5250780970316845696,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-836 b,TOI-836,TIC 440887364,Gaia DR2 6230733559097425152,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-836 c,TOI-836,TIC 440887364,Gaia DR2 6230733559097425152,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-837 b,TOI-837,TIC 460205581,Gaia DR2 5251470948229949568,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-849 b,TOI-849,TIC 33595516,Gaia DR2 5023809953208388352,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-858 B b,TOI-858 B,TIC 198008005,Gaia DR2 4683737294569921664,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-871 b,TOI-871,TIC 219344917,Gaia DR2 4783664690873269888,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-880.02,TOI-880,TIC 34077285,Gaia DR2 2993658970584498048,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-892 b,TOI-892,TIC 66561343,Gaia DR2 3010759262610139776,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-904 b,TOI-904,TIC 261257684,Gaia DR2 4620844400530949376,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-904 c,TOI-904,TIC 261257684,Gaia DR2 4620844400530949376,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-905 b,TOI-905,TIC 261867566,Gaia DR2 5795534040654879744,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-907.01,TOI-907,TIC 305424003,Gaia DR2 5910312231273215872,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-908 b,TOI-908,TIC 350153977,Gaia DR2 4619238087059206784,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-913 b,TOI-913,TIC 407126408,Gaia DR2 5772195974332632192,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-942 b,TOI-942,TIC 146520535,Gaia DR2 2974906868489280768,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-942 c,TOI-942,TIC 146520535,Gaia DR2 2974906868489280768,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-954 b,TOI-954,TIC 44792534,Gaia DR2 4890874702443960832,1,Transiting Exoplanet Survey Satellite (TESS)
TOI-969 b,TOI-969,TIC 280437559,Gaia DR2 3087206553745290624,1,Transiting Exoplanet Survey Satellite (TESS)
WASP-126 c,WASP-126,TIC 25155310,Gaia DR2 4666498154837086208,1,Transiting Exoplanet Survey Satellite (TESS)
WASP-132 c,WASP-132,TIC 127530399,Gaia DR2 6099012478412247296,1,Transiting Exoplanet Survey Satellite (TESS)
WASP-18 c,WASP-18,TIC 100100827,Gaia DR2 4955371367334610048,1,Transiting Exoplanet Survey Satellite (TESS)
WASP-84 c,WASP-84,TIC 350293646,Gaia DR2 3078836109158636928,1,Transiting Exoplanet Survey Satellite (TESS)
WD 1856+534 b,WD 1856+534,TIC 267574918,Gaia DR2 2146576589564898688,1,Transiting Exoplanet Survey Satellite (TESS)
Wolf 327 b,Wolf 327,TIC 4918918,Gaia DR2 796185407950360192,1,Transiting Exoplanet Survey Satellite (TESS)
pi Men c,HD 39091,TIC 261136679,Gaia DR2 4623036865373793408,1,Transiting Exoplanet Survey Satellite (TESS)
